Type,Timestamp,Bytes,Packets,new_Type
IoT,163394,396908,825,IoT
IoT,163406,394437,819,IoT
IoT,163414,793334,1649,IoT
IoT,163434,787795,1647,IoT
IoT,163440,796849,1657,IoT
IoT,163450,398270,826,IoT
IoT,163452,797454,1666,IoT
IoT,163466,794279,1650,IoT
IoT,163468,792162,1643,IoT
IoT,163470,801205,1667,IoT
IoT,163472,793116,1651,IoT
IoT,163496,221160,471,IoT
IoT,163498,218488,456,IoT
IoT,163508,215455,450,IoT
IoT,163510,214318,456,IoT
IoT,163518,215101,449,IoT
IoT,163522,219456,458,IoT
IoT,163532,176522,426,IoT
IoT,163550,220680,464,IoT
IoT,163560,217518,454,IoT
IoT,163566,220506,461,IoT
IoT,163578,218484,456,IoT
IoT,163594,220416,460,IoT
IoT,163598,218486,456,IoT
IoT,163604,214620,448,IoT
IoT,163608,214134,449,IoT
IoT,163610,215588,450,Video
IoT,163612,220356,459,IoT
IoT,163620,220752,465,IoT
IoT,163624,219934,459,IoT
IoT,163630,211244,441,IoT
IoT,163634,217522,454,IoT
IoT,163638,220548,462,IoT
IoT,163640,220356,459,IoT
IoT,163642,220680,464,IoT
IoT,163652,220415,460,IoT
IoT,163656,212414,447,IoT
IoT,163658,209459,439,IoT
IoT,163660,219171,460,IoT
IoT,163672,221424,460,IoT
IoT,163678,216581,450,IoT
IoT,163682,106348,221,IoT
IoT,163684,209292,435,IoT
IoT,163690,79742,238,IoT
IoT,163691,245378979,514572,IoT
IoT,163697,221544,462,IoT
IoT,163706,240,4,Video
IoT,163708,120,2,Video
IoT,163726,404304,842,IoT
IoT,163760,882298,1834,IoT
IoT,163766,789180,1644,IoT
IoT,163780,796849,1657,IoT
IoT,163782,792382,1648,IoT
IoT,163788,791783,1655,IoT
IoT,163792,797454,1666,IoT
IoT,163794,794668,1656,IoT
IoT,163800,783350,1635,IoT
IoT,163820,164973,344,IoT
IoT,163830,220488,461,IoT
IoT,163832,220416,460,IoT
IoT,163834,109796,231,IoT
IoT,163858,215101,449,IoT
IoT,163862,219456,458,IoT
IoT,163866,217606,455,IoT
IoT,163870,217462,453,IoT
IoT,163882,220356,459,IoT
IoT,163890,220680,464,IoT
IoT,163894,321518,673,IoT
IoT,163900,217518,454,IoT
IoT,163916,218222,459,IoT
IoT,163918,218484,456,IoT
IoT,163928,221245,462,IoT
IoT,163940,216070,451,IoT
IoT,163944,214620,448,IoT
IoT,163946,217125,454,IoT
IoT,163964,219934,459,IoT
IoT,163976,214562,454,IoT
IoT,163982,220680,464,IoT
IoT,163984,220416,460,IoT
IoT,163992,220415,460,IoT
IoT,164006,220812,466,IoT
IoT,164008,220566,462,IoT
IoT,164012,110538,235,IoT
IoT,164018,110822,234,IoT
IoT,164034,106344,222,IoT
IoT,164040,107436,226,IoT
IoT,164042,221120,465,IoT
IoT,164044,220416,460,IoT
IoT,164052,218927,469,IoT
IoT,164062,213306,448,IoT
IoT,164080,219450,458,IoT
IoT,164086,220620,463,IoT
IoT,164092,219012,464,IoT
IoT,164096,221973,461,IoT
IoT,164106,221862,464,IoT
IoT,164118,213568,444,IoT
IoT,164122,215683,458,IoT
IoT,164138,221460,462,IoT
IoT,164140,221328,460,IoT
IoT,164148,104298,216,IoT
IoT,164150,218071,455,IoT
IoT,164152,213569,444,IoT
IoT,164154,110604,229,IoT
IoT,164172,217446,452,IoT
IoT,164176,215013,453,IoT
IoT,164182,67171,174,IoT
IoT,164184,191262,474,IoT
IoT,164192,221268,459,IoT
IoT,164202,222817,472,Video
IoT,164210,105950,223,IoT
IoT,164212,209300,436,IoT
IoT,164230,219032,458,IoT
IoT,164238,210173,437,IoT
IoT,164250,221418,461,IoT
IoT,164252,221327,460,IoT
IoT,164254,219210,466,Video
IoT,164258,221388,461,IoT
IoT,164260,218904,461,IoT
IoT,164262,211010,439,IoT
IoT,164264,208959,444,IoT
IoT,164280,221478,462,IoT
IoT,164292,219894,470,IoT
IoT,164298,221856,468,IoT
IoT,164310,213089,443,IoT
IoT,164312,216055,450,IoT
IoT,164320,220159,457,IoT
IoT,164326,220001,460,IoT
IoT,164332,218418,454,IoT
IoT,164334,218358,453,IoT
IoT,164340,221187,460,IoT
IoT,164344,219811,456,IoT
IoT,164346,220972,462,IoT
IoT,164354,219454,457,IoT
IoT,164356,221388,461,IoT
IoT,164362,219330,455,IoT
IoT,164364,218950,462,IoT
IoT,164366,212242,444,IoT
IoT,164370,219986,465,IoT
IoT,164376,221592,464,IoT
IoT,164378,221478,462,IoT
IoT,164382,219108,458,IoT
IoT,164388,217544,453,IoT
IoT,164392,212806,445,IoT
IoT,164402,221268,459,IoT
IoT,164410,216258,453,IoT
IoT,164421,216581,450,IoT
IoT,164425,106348,221,IoT
IoT,164442,220317,458,IoT
IoT,164444,209722,435,IoT
IoT,164445,280739828,593354,IoT
IoT,164453,76269,169,IoT
IoT,164455,453228,965,IoT
IoT,164457,362000,865,IoT
IoT,164461,760888,1586,IoT
IoT,164465,375802,784,IoT
IoT,164489,394437,819,IoT
IoT,164501,396426,824,IoT
IoT,164509,789180,1644,IoT
IoT,164513,774698,1619,IoT
IoT,164517,787795,1647,IoT
IoT,164525,792382,1648,IoT
IoT,164529,791590,1653,IoT
IoT,164533,398270,826,IoT
IoT,164537,794668,1656,IoT
IoT,164557,405089,841,IoT
IoT,164561,797574,1655,IoT
IoT,164577,109796,231,IoT
IoT,164581,218488,456,IoT
IoT,164583,219450,458,IoT
IoT,164587,220680,464,IoT
IoT,164593,214318,456,IoT
IoT,164595,218424,455,IoT
IoT,164609,217606,455,IoT
IoT,164611,220339,461,IoT
IoT,164613,217462,453,IoT
IoT,164619,221120,465,IoT
IoT,164625,220356,459,IoT
IoT,164629,220988,462,IoT
IoT,164631,221365,464,IoT
IoT,164639,108342,233,IoT
IoT,164641,218060,456,IoT
IoT,164645,220620,463,IoT
IoT,164663,328255,692,IoT
IoT,164669,214357,450,IoT
IoT,164677,220416,460,IoT
IoT,164681,218486,456,IoT
IoT,164695,220356,459,IoT
IoT,164697,220812,466,IoT
IoT,164699,221120,465,IoT
IoT,164707,219934,459,IoT
IoT,164709,217390,458,IoT
IoT,164715,220542,462,IoT
IoT,164721,220548,462,IoT
IoT,164723,220356,459,IoT
IoT,164729,217608,455,IoT
IoT,164731,110268,231,IoT
IoT,164753,218287,455,IoT
IoT,164757,220422,460,IoT
IoT,164761,110822,234,IoT
IoT,164767,215107,449,IoT
IoT,164773,208433,436,Video
IoT,164793,220356,459,IoT
IoT,164799,215871,450,IoT
IoT,164803,217456,453,IoT
IoT,164807,214466,458,IoT
IoT,164813,220488,461,IoT
IoT,164817,221047,463,IoT
IoT,164819,218554,459,IoT
IoT,164821,205931,430,IoT
IoT,164833,205872,429,Video
IoT,164839,221973,461,IoT
IoT,164849,221862,464,IoT
IoT,164855,221328,460,IoT
IoT,164865,215683,458,IoT
IoT,164869,219873,457,IoT
IoT,164881,221460,462,IoT
IoT,164883,221328,460,IoT
IoT,164887,209912,439,IoT
IoT,164895,213569,444,IoT
IoT,164905,110664,230,IoT
IoT,164907,221592,464,IoT
IoT,164909,222032,465,IoT
IoT,164917,219817,456,IoT
IoT,164927,191262,474,IoT
IoT,164929,220489,461,IoT
IoT,164955,209300,436,IoT
IoT,164959,207663,437,IoT
IoT,164961,110119,228,IoT
IoT,164967,222217,463,IoT
IoT,164977,216478,450,Video
IoT,164979,214719,455,IoT
IoT,164985,222949,474,IoT
IoT,164991,222542,473,Video
IoT,164997,219210,466,Video
IoT,164999,221268,459,IoT
IoT,165001,221388,461,IoT
IoT,165003,218904,461,IoT
IoT,165007,208959,444,IoT
IoT,165011,221457,463,IoT
IoT,165013,221742,466,IoT
IoT,165017,221328,460,IoT
IoT,165025,222949,474,IoT
IoT,165027,218904,455,IoT
IoT,165029,208664,433,IoT
IoT,165041,221856,468,IoT
IoT,165043,221418,461,IoT
IoT,165045,220217,458,IoT
IoT,165047,221460,462,IoT
IoT,165053,213089,443,IoT
IoT,165057,218886,461,IoT
IoT,165073,221724,466,IoT
IoT,165083,221187,460,IoT
IoT,165085,212510,447,IoT
IoT,165087,219811,456,IoT
IoT,165097,219454,457,IoT
IoT,165099,221388,461,IoT
IoT,165103,218277,454,IoT
IoT,165113,219986,465,IoT
IoT,165127,219874,457,IoT
IoT,165129,220396,466,IoT
IoT,165137,216534,451,IoT
IoT,165141,215862,453,IoT
IoT,165145,221268,459,IoT
IoT,165153,216258,453,IoT
IoT,165158,221424,460,IoT
IoT,165164,216581,450,IoT
IoT,165170,209292,435,IoT
IoT,165174,217969,452,IoT
IoT,165176,79742,238,IoT
IoT,165177,245378979,514572,IoT
IoT,165187,209722,435,IoT
IoT,165194,120,2,Video
IoT,165202,403462,842,IoT
IoT,165226,404642,841,IoT
IoT,165244,396426,824,IoT
IoT,165250,805456,1683,IoT
IoT,165252,789180,1644,IoT
IoT,165262,396968,826,IoT
IoT,165272,791590,1653,IoT
IoT,165276,398270,826,IoT
IoT,165278,797454,1666,IoT
IoT,165286,783350,1635,IoT
IoT,165290,397834,831,IoT
IoT,165300,405089,841,IoT
IoT,165316,220488,461,IoT
IoT,165320,109796,231,IoT
IoT,165326,219450,458,IoT
IoT,165328,106288,221,IoT
IoT,165332,216642,453,IoT
IoT,165338,218424,455,IoT
IoT,165344,215101,449,IoT
IoT,165346,220746,465,Video
IoT,165348,219456,458,IoT
IoT,165356,217462,453,IoT
IoT,165362,221120,465,IoT
IoT,165378,201046,419,IoT
IoT,165384,218060,456,IoT
IoT,165388,220620,463,IoT
IoT,165390,220416,460,IoT
IoT,165396,220416,460,IoT
IoT,165400,202466,428,IoT
IoT,165404,218484,456,IoT
IoT,165412,214357,450,IoT
IoT,165436,215588,450,Video
IoT,165438,220356,459,IoT
IoT,165444,220416,460,IoT
IoT,165452,217390,458,IoT
IoT,165460,217522,454,IoT
IoT,165478,220415,460,IoT
IoT,165484,209459,439,IoT
IoT,165490,213594,445,IoT
IoT,165510,215107,449,IoT
IoT,165512,108699,226,IoT
IoT,165518,221158,467,IoT
IoT,165528,221120,465,IoT
IoT,165538,218927,469,IoT
IoT,165548,213306,448,IoT
IoT,165552,219389,457,IoT
IoT,165554,220416,460,IoT
IoT,165570,220566,462,IoT
IoT,165576,205872,429,Video
IoT,165586,214478,445,IoT
IoT,165594,221328,460,IoT
IoT,165598,221328,460,IoT
IoT,165600,221418,461,IoT
IoT,165604,213568,444,IoT
IoT,165606,221268,459,IoT
IoT,165608,215683,458,IoT
IoT,165612,219873,457,IoT
IoT,165614,221724,466,IoT
IoT,165620,221478,462,IoT
IoT,165636,218071,455,IoT
IoT,165640,110604,229,IoT
IoT,165660,219817,456,IoT
IoT,165662,215013,453,IoT
IoT,165676,221724,466,IoT
IoT,165678,221268,459,IoT
IoT,165690,110664,230,IoT
IoT,165710,222217,463,IoT
IoT,165712,111120,237,IoT
IoT,165724,210173,437,IoT
IoT,165730,221328,460,IoT
IoT,165738,221327,460,IoT
IoT,165742,221268,459,IoT
IoT,165744,221388,461,IoT
IoT,165752,215033,447,IoT
IoT,165758,221388,461,IoT
IoT,165762,221532,463,IoT
IoT,165768,222949,474,IoT
IoT,165774,221280,473,IoT
IoT,165784,221856,468,IoT
IoT,165788,220217,458,IoT
IoT,165794,221107,469,IoT
IoT,165796,213089,443,IoT
IoT,165800,218886,461,IoT
IoT,165806,220159,457,IoT
IoT,165816,221724,466,IoT
IoT,165832,220972,462,IoT
IoT,165838,221729,466,IoT
IoT,165842,221388,461,IoT
IoT,165844,218964,462,IoT
IoT,165846,218277,454,IoT
IoT,165848,219330,455,IoT
IoT,165852,212242,444,IoT
IoT,165864,221478,462,IoT
IoT,165866,220217,458,IoT
IoT,165872,220396,466,IoT
IoT,165874,217544,453,IoT
IoT,165890,221592,464,IoT
IoT,165896,216258,453,IoT
IoT,165899,221424,460,IoT
IoT,165901,221424,460,IoT
IoT,165909,217883,453,IoT
IoT,165913,209292,435,IoT
IoT,165935,240,4,Video
IoT,165939,76269,169,IoT
IoT,165945,403462,842,IoT
IoT,165951,375802,784,IoT
IoT,165969,404642,841,IoT
IoT,165983,793334,1649,IoT
IoT,165989,882298,1834,IoT
IoT,165995,789180,1644,IoT
IoT,166009,796849,1657,IoT
IoT,166011,792382,1648,IoT
IoT,166013,396460,828,IoT
IoT,166015,791590,1653,IoT
IoT,166017,791783,1655,IoT
IoT,166019,398270,826,IoT
IoT,166023,794668,1656,IoT
IoT,166029,783350,1635,IoT
IoT,166047,797574,1655,IoT
IoT,166051,214562,447,IoT
IoT,166053,218754,460,IoT
IoT,166055,217323,453,IoT
IoT,166057,105436,221,IoT
IoT,166063,109796,231,IoT
IoT,166065,221160,471,IoT
IoT,166069,219450,458,IoT
IoT,166075,216642,453,IoT
IoT,166077,215455,450,IoT
IoT,166079,214318,456,IoT
IoT,166083,220416,460,IoT
IoT,166099,217462,453,IoT
IoT,166109,220482,461,IoT
IoT,166133,220416,460,IoT
IoT,166139,220416,460,IoT
IoT,166145,218222,459,IoT
IoT,166161,220356,459,IoT
IoT,166169,216070,451,IoT
IoT,166173,214620,448,IoT
IoT,166177,214134,449,IoT
IoT,166189,220752,465,IoT
IoT,166191,217518,454,IoT
IoT,166199,211244,441,IoT
IoT,166209,220356,459,IoT
IoT,166211,220680,464,IoT
IoT,166225,212414,447,IoT
IoT,166229,219171,460,IoT
IoT,166239,218287,455,IoT
IoT,166245,220416,460,IoT
IoT,166247,110822,234,IoT
IoT,166255,108699,226,IoT
IoT,166257,217522,454,IoT
IoT,166263,106344,222,IoT
IoT,166267,220422,460,IoT
IoT,166277,220416,460,IoT
IoT,166279,220356,459,IoT
IoT,166295,219389,457,IoT
IoT,166297,220416,460,IoT
IoT,166299,220488,461,IoT
IoT,166305,218554,459,IoT
IoT,166323,220626,463,IoT
IoT,166325,221973,461,IoT
IoT,166329,214478,445,IoT
IoT,166341,221328,460,IoT
IoT,166353,212208,442,IoT
IoT,166363,221478,462,IoT
IoT,166369,221328,460,IoT
IoT,166371,221942,464,IoT
IoT,166379,218071,455,IoT
IoT,166381,213569,444,IoT
IoT,166383,110604,229,IoT
IoT,166387,221451,464,IoT
IoT,166415,220489,461,IoT
IoT,166425,111000,235,IoT
IoT,166447,110119,228,IoT
IoT,166467,210173,437,IoT
IoT,166477,222542,473,Video
IoT,166483,219210,466,Video
IoT,166485,221268,459,IoT
IoT,166487,221388,461,IoT
IoT,166489,218904,461,IoT
IoT,166493,208959,444,IoT
IoT,166497,221457,463,IoT
IoT,166501,221388,461,IoT
IoT,166503,221328,460,IoT
IoT,166513,218904,455,IoT
IoT,166515,208664,433,IoT
IoT,166529,221418,461,IoT
IoT,166537,221107,469,IoT
IoT,166543,218886,461,IoT
IoT,166571,212510,447,IoT
IoT,166579,221328,460,IoT
IoT,166595,212242,444,IoT
IoT,166601,218846,454,IoT
IoT,166603,217933,453,IoT
IoT,166607,221478,462,IoT
IoT,166621,212806,445,IoT
IoT,166625,220360,458,IoT
IoT,166627,215862,453,IoT
IoT,166629,219251,456,IoT
IoT,166631,221268,459,IoT
IoT,166635,221942,464,IoT
IoT,166637,219478,457,IoT
IoT,166642,221424,460,IoT
IoT,166644,221424,460,IoT
IoT,166650,216581,450,IoT
IoT,166652,217883,453,IoT
IoT,166656,209292,435,IoT
IoT,166663,245378979,514572,IoT
IoT,166671,220317,458,IoT
IoT,166678,240,4,Video
IoT,166680,120,2,Video
IoT,166682,76269,169,IoT
IoT,166684,453228,965,IoT
IoT,166698,404304,842,IoT
IoT,166706,396908,825,IoT
IoT,166718,394437,819,IoT
IoT,166728,798658,1660,IoT
IoT,166730,396426,824,IoT
IoT,166748,396968,826,IoT
IoT,166750,793325,1655,IoT
IoT,166752,796849,1657,IoT
IoT,166756,396460,828,IoT
IoT,166770,394598,821,IoT
IoT,166774,789952,1647,IoT
IoT,166776,397834,831,IoT
IoT,166794,214562,447,IoT
IoT,166798,217323,453,IoT
IoT,166800,105436,221,IoT
IoT,166808,221160,471,IoT
IoT,166812,219450,458,IoT
IoT,166822,214318,456,IoT
IoT,166826,220416,460,IoT
IoT,166828,215940,456,IoT
IoT,166830,215101,449,IoT
IoT,166832,220746,465,Video
IoT,166848,221120,465,IoT
IoT,166852,220482,461,IoT
IoT,166858,220988,462,IoT
IoT,166860,221365,464,IoT
IoT,166862,220680,464,IoT
IoT,166866,321518,673,IoT
IoT,166868,108342,233,IoT
IoT,166878,220506,461,IoT
IoT,166884,220356,459,IoT
IoT,166886,202466,428,IoT
IoT,166892,328255,692,IoT
IoT,166896,218343,460,IoT
IoT,166900,221245,462,IoT
IoT,166906,220416,460,IoT
IoT,166918,217125,454,IoT
IoT,166928,221120,465,IoT
IoT,166930,220416,460,IoT
IoT,166934,217518,454,IoT
IoT,166942,211244,441,IoT
IoT,166952,220356,459,IoT
IoT,166954,220680,464,IoT
IoT,166966,217590,455,IoT
IoT,166970,209459,439,IoT
IoT,166972,219171,460,IoT
IoT,166978,220812,466,IoT
IoT,166994,215527,449,IoT
IoT,167002,208433,436,Video
IoT,167006,106344,222,IoT
IoT,167014,221120,465,IoT
IoT,167018,110676,237,IoT
IoT,167022,220356,459,IoT
IoT,167024,218927,469,IoT
IoT,167030,220548,462,IoT
IoT,167032,217456,453,IoT
IoT,167048,218554,459,IoT
IoT,167054,221029,464,IoT
IoT,167058,220620,463,IoT
IoT,167066,220626,463,IoT
IoT,167070,222048,471,IoT
IoT,167072,214478,445,IoT
IoT,167080,221328,460,IoT
IoT,167084,221328,460,IoT
IoT,167090,213568,444,IoT
IoT,167100,221724,466,IoT
IoT,167104,221652,465,IoT
IoT,167106,221478,462,IoT
IoT,167108,222157,462,IoT
IoT,167110,221460,462,IoT
IoT,167122,218071,455,IoT
IoT,167124,213569,444,IoT
IoT,167126,110604,229,IoT
IoT,167128,221478,462,IoT
IoT,167134,110664,230,IoT
IoT,167136,221592,464,IoT
IoT,167142,221532,463,IoT
IoT,167156,191262,474,IoT
IoT,167166,221328,460,IoT
IoT,167170,221328,460,IoT
IoT,167172,221417,461,IoT
IoT,167178,218418,454,IoT
IoT,167184,209300,436,IoT
IoT,167188,207663,437,IoT
IoT,167190,110119,228,IoT
IoT,167196,222217,463,IoT
IoT,167208,214719,455,IoT
IoT,167218,221268,459,IoT
IoT,167228,221268,459,IoT
IoT,167230,221388,461,IoT
IoT,167234,211010,439,IoT
IoT,167236,208959,444,IoT
IoT,167244,221388,461,IoT
IoT,167252,221478,462,IoT
IoT,167256,218904,455,IoT
IoT,167258,208664,433,IoT
IoT,167260,221280,473,IoT
IoT,167284,216055,450,IoT
IoT,167292,220159,457,IoT
IoT,167296,221928,469,IoT
IoT,167318,220972,462,IoT
IoT,167320,217938,459,IoT
IoT,167334,219330,455,IoT
IoT,167344,218846,454,IoT
IoT,167350,221478,462,IoT
IoT,167354,219108,458,IoT
IoT,167356,219874,457,IoT
IoT,167360,217544,453,IoT
IoT,167362,219388,456,IoT
IoT,167364,212806,445,IoT
IoT,167374,221268,459,IoT
IoT,167376,221592,464,IoT
IoT,167380,219478,457,IoT
IoT,167385,221424,460,IoT
IoT,167391,215692,449,IoT
IoT,167393,216581,450,IoT
IoT,167397,106348,221,IoT
IoT,167403,217969,452,IoT
IoT,167412,221544,462,IoT
IoT,167421,240,4,Video
IoT,167423,120,2,Video
IoT,167431,403462,842,IoT
IoT,167449,396908,825,IoT
IoT,167461,394437,819,IoT
IoT,167469,793334,1649,IoT
IoT,167473,396426,824,IoT
IoT,167477,866729,1803,IoT
IoT,167479,805456,1683,IoT
IoT,167481,789180,1644,IoT
IoT,167495,796849,1657,IoT
IoT,167501,791590,1653,IoT
IoT,167503,791783,1655,IoT
IoT,167511,784739,1631,IoT
IoT,167513,394598,821,IoT
IoT,167519,397834,831,IoT
IoT,167529,405089,841,IoT
IoT,167537,214562,447,IoT
IoT,167539,218754,460,IoT
IoT,167541,217323,453,IoT
IoT,167543,105436,221,IoT
IoT,167551,221160,471,IoT
IoT,167555,219450,458,IoT
IoT,167569,220416,460,IoT
IoT,167581,217606,455,IoT
IoT,167585,217462,453,IoT
IoT,167587,176522,426,IoT
IoT,167599,220680,464,IoT
IoT,167609,321518,673,IoT
IoT,167615,217518,454,IoT
IoT,167643,221245,462,IoT
IoT,167651,216204,460,IoT
IoT,167669,220812,466,IoT
IoT,167673,220416,460,IoT
IoT,167675,220752,465,IoT
IoT,167685,211244,441,IoT
IoT,167687,220542,462,IoT
IoT,167693,220548,462,IoT
IoT,167695,220356,459,IoT
IoT,167701,217608,455,IoT
IoT,167703,110268,231,IoT
IoT,167705,221641,468,IoT
IoT,167707,220415,460,IoT
IoT,167709,217590,455,IoT
IoT,167711,212414,447,IoT
IoT,167729,220422,460,IoT
IoT,167735,221094,470,IoT
IoT,167739,215107,449,IoT
IoT,167753,220422,460,IoT
IoT,167755,107436,226,IoT
IoT,167757,221120,465,IoT
IoT,167761,110676,237,IoT
IoT,167763,220416,460,IoT
IoT,167767,218927,469,IoT
IoT,167779,214466,458,IoT
IoT,167781,219389,457,IoT
IoT,167789,221047,463,IoT
IoT,167793,205931,430,IoT
IoT,167809,220626,463,IoT
IoT,167813,222048,471,IoT
IoT,167823,221328,460,IoT
IoT,167825,221796,467,IoT
IoT,167831,211623,442,IoT
IoT,167835,221268,459,IoT
IoT,167847,221652,465,IoT
IoT,167855,221328,460,IoT
IoT,167863,104298,216,IoT
IoT,167865,218071,455,IoT
IoT,167869,110604,229,IoT
IoT,167871,221478,462,IoT
IoT,167873,221451,464,IoT
IoT,167879,221592,464,IoT
IoT,167885,221532,463,IoT
IoT,167895,211086,438,IoT
IoT,167897,67171,174,IoT
IoT,167903,110754,231,IoT
IoT,167911,111000,235,IoT
IoT,167917,222817,472,Video
IoT,167919,110664,230,IoT
IoT,167921,218418,454,IoT
IoT,167923,221658,465,IoT
IoT,167931,207663,437,IoT
IoT,167943,221268,459,IoT
IoT,167977,211010,439,IoT
IoT,167981,215033,447,IoT
IoT,167983,221457,463,IoT
IoT,167985,221742,466,IoT
IoT,167987,221388,461,IoT
IoT,167995,221478,462,IoT
IoT,167999,218904,455,IoT
IoT,168009,219600,459,IoT
IoT,168011,220358,458,IoT
IoT,168019,221460,462,IoT
IoT,168025,213089,443,IoT
IoT,168027,216055,450,IoT
IoT,168041,220001,460,IoT
IoT,168045,221724,466,IoT
IoT,168049,218358,453,IoT
IoT,168055,221187,460,IoT
IoT,168065,221328,460,IoT
IoT,168073,218964,462,IoT
IoT,168075,218277,454,IoT
IoT,168083,215602,449,IoT
IoT,168089,217933,453,IoT
IoT,168095,220217,458,IoT
IoT,168105,219388,456,IoT
IoT,168113,215862,453,IoT
IoT,168121,221942,464,IoT
IoT,168130,221424,460,IoT
IoT,168132,108714,225,IoT
IoT,168134,215692,449,IoT
IoT,168136,216581,450,IoT
IoT,168138,217883,453,IoT
IoT,168149,245378979,514572,IoT
IoT,168155,221544,462,IoT
IoT,168159,209722,435,IoT
IoT,168160,280739828,593354,IoT
IoT,168164,240,4,Video
IoT,168168,76269,169,IoT
IoT,168172,362000,865,IoT
IoT,168184,404304,842,IoT
IoT,168198,404642,841,IoT
IoT,168214,798658,1660,IoT
IoT,168220,866729,1803,IoT
IoT,168236,793325,1655,IoT
IoT,168246,791783,1655,IoT
IoT,168258,783350,1635,IoT
IoT,168262,397834,831,IoT
IoT,168272,405089,841,IoT
IoT,168278,164973,344,IoT
IoT,168280,214562,447,IoT
IoT,168284,217323,453,IoT
IoT,168286,105436,221,IoT
IoT,168290,220416,460,IoT
IoT,168298,219450,458,IoT
IoT,168314,215940,456,IoT
IoT,168318,220746,465,Video
IoT,168320,219456,458,IoT
IoT,168328,217462,453,IoT
IoT,168332,207008,472,IoT
IoT,168338,220482,461,IoT
IoT,168346,221365,464,IoT
IoT,168348,220680,464,IoT
IoT,168352,321518,673,IoT
IoT,168374,218222,459,IoT
IoT,168382,218343,460,IoT
IoT,168386,221245,462,IoT
IoT,168392,220416,460,IoT
IoT,168394,216204,460,IoT
IoT,168402,214620,448,IoT
IoT,168406,214134,449,IoT
IoT,168416,220416,460,IoT
IoT,168418,220752,465,IoT
IoT,168432,217522,454,IoT
IoT,168442,220416,460,IoT
IoT,168446,110268,231,IoT
IoT,168460,217522,454,IoT
IoT,168466,220566,462,IoT
IoT,168470,110538,235,IoT
IoT,168474,220416,460,IoT
IoT,168488,208433,436,Video
IoT,168498,107436,226,IoT
IoT,168502,220416,460,IoT
IoT,168504,110676,237,IoT
IoT,168508,220356,459,IoT
IoT,168510,218927,469,IoT
IoT,168512,210007,441,IoT
IoT,168534,218554,459,IoT
IoT,168538,219450,458,IoT
IoT,168542,220566,462,IoT
IoT,168544,220620,463,IoT
IoT,168568,221796,467,IoT
IoT,168570,221328,460,IoT
IoT,168574,211623,442,IoT
IoT,168576,213568,444,IoT
IoT,168580,215683,458,IoT
IoT,168584,219873,457,IoT
IoT,168586,221724,466,IoT
IoT,168592,221478,462,IoT
IoT,168604,214542,446,IoT
IoT,168612,110604,229,IoT
IoT,168614,221478,462,IoT
IoT,168624,222032,465,IoT
IoT,168628,221532,463,IoT
IoT,168632,219817,456,IoT
IoT,168666,221658,465,IoT
IoT,168670,209300,436,IoT
IoT,168674,207663,437,IoT
IoT,168696,210173,437,IoT
IoT,168700,222949,474,IoT
IoT,168704,221268,459,IoT
IoT,168710,221327,460,IoT
IoT,168722,208959,444,IoT
IoT,168724,215033,447,IoT
IoT,168732,221328,460,IoT
IoT,168738,221478,462,IoT
IoT,168744,208664,433,IoT
IoT,168748,208323,434,IoT
IoT,168750,219894,470,IoT
IoT,168756,221856,468,IoT
IoT,168758,221418,461,IoT
IoT,168760,220217,458,IoT
IoT,168762,221460,462,IoT
IoT,168764,219032,458,IoT
IoT,168768,213089,443,IoT
IoT,168770,216055,450,IoT
IoT,168800,212510,447,IoT
IoT,168802,219811,456,IoT
IoT,168806,217938,459,IoT
IoT,168826,215602,449,IoT
IoT,168832,217933,453,IoT
IoT,168834,221592,464,IoT
IoT,168836,221478,462,IoT
IoT,168842,219874,457,IoT
IoT,168844,220396,466,IoT
IoT,168856,215862,453,IoT
IoT,168858,219251,456,IoT
IoT,168860,221268,459,IoT
IoT,168866,219478,457,IoT
IoT,168869,242895528,509287,IoT
IoT,168871,221424,460,IoT
IoT,168879,216581,450,IoT
IoT,168902,209722,435,IoT
IoT,168907,240,4,Video
IoT,168911,76269,169,IoT
IoT,168917,403462,842,IoT
IoT,168935,396908,825,IoT
IoT,168957,798658,1660,IoT
IoT,168961,882298,1834,IoT
IoT,168965,805456,1683,IoT
IoT,168967,789180,1644,IoT
IoT,168971,774698,1619,IoT
IoT,168977,396968,826,IoT
IoT,168985,396460,828,IoT
IoT,168993,797454,1666,IoT
IoT,168999,394598,821,IoT
IoT,169003,789952,1647,IoT
IoT,169007,794279,1650,IoT
IoT,169023,214562,447,IoT
IoT,169033,220416,460,IoT
IoT,169035,109796,231,IoT
IoT,169039,218488,456,IoT
IoT,169043,106288,221,IoT
IoT,169051,214318,456,IoT
IoT,169053,218424,455,IoT
IoT,169063,219456,458,IoT
IoT,169065,220416,460,IoT
IoT,169077,221120,465,IoT
IoT,169083,220356,459,IoT
IoT,169085,220680,464,IoT
IoT,169111,220416,460,IoT
IoT,169113,220356,459,IoT
IoT,169127,214357,450,IoT
IoT,169143,217288,463,IoT
IoT,169149,214134,449,IoT
IoT,169151,215588,450,Video
IoT,169155,220812,466,IoT
IoT,169157,221120,465,IoT
IoT,169161,220752,465,IoT
IoT,169175,217522,454,IoT
IoT,169195,217590,455,IoT
IoT,169201,219171,460,IoT
IoT,169211,218287,455,IoT
IoT,169215,220422,460,IoT
IoT,169225,215107,449,IoT
IoT,169227,108699,226,IoT
IoT,169233,221158,467,IoT
